0, 0.0
1, 0.0
2, 0.0
3, 0.0
4, 0.0
5, 0.0
6, 0.0
7, 0.0
8, 0.0
9, 0.0
10, 0.0
11, 0.0
12, 0.0
13, 0.0
14, 0.0
15, 0.0
16, 0.0
17, 0.0
18, 0.0
19, 0.0
20, 0.0
21, 0.0
22, 0.0
23, 0.0
24, 0.0
25, 0.0
26, 0.0
27, 0.0
28, 1.0
29, 0.0
30, 0.0
31, 0.0
32, 0.0
33, 0.0
34, 0.0
35, 0.0
36, 0.0
37, 0.0
38, 0.0
39, 0.0
40, 0.0
41, 0.0
42, 0.0
43, 0.0
44, 0.0
45, 0.0
46, 0.0
47, 1.0
48, 0.0
49, 0.0
50, 0.0
51, 0.0
52, 0.0
53, 0.0
54, 0.0
55, 0.0
56, 0.0
57, 0.0
58, 0.0
59, 0.0
60, 0.0
61, 0.0
62, 0.0
63, 1.0
64, 0.0
65, 0.0
66, 0.0
67, 0.0
68, 0.0
69, 0.0
70, 0.0
71, 0.0
72, 1.0
73, 0.0
74, 0.0
75, 0.0
76, 0.0
77, 0.0
78, 0.0
79, 0.0
80, 0.0
81, 0.0
82, 0.0
83, 0.0
84, 0.0
85, 0.0
86, 0.0
87, 1.0
88, 0.0
89, 0.0
90, 0.0
91, 0.0
92, 0.0
93, 0.0
94, 0.0
95, 0.0
96, 0.0
97, 0.0
98, 0.0
99, 0.0
100, 0.0
101, 0.0
102, 0.0
103, 0.0
104, 0.0
105, 1.0
106, 0.0
107, 0.0
108, 0.0
109, 0.0
110, 0.0
111, 0.0
112, 0.0
113, 0.0
114, 0.0
115, 0.0
116, 0.0
117, 0.0
118, 0.0
119, 1.0
120, 0.0
121, 0.0
122, 0.0
123, 0.0
124, 0.0
125, 0.0
126, 0.0
127, 0.0
128, 0.0
129, 0.0
130, 0.0
131, 0.0
132, 1.0
133, 0.0
134, 0.0
135, 0.0
136, 0.0
137, 0.0
138, 0.0
139, 0.0
140, 0.0
141, 0.0
142, 1.0
143, 0.0
144, 0.0
145, 0.0
146, 0.0
147, 0.0
148, 0.0
149, 0.0
150, 1.0
151, 0.0
152, 0.0
153, 0.0
154, 0.0
155, 0.0
156, 0.0
157, 1.0
158, 0.0
159, 0.0
160, 0.0
161, 0.0
162, 0.0
163, 0.0
164, 1.0
165, 0.0
166, 0.0
167, 0.0
168, 0.0
169, 1.0
170, 0.0
171, 0.0
172, 0.0
173, 0.0
174, 0.0
175, 1.0
176, 0.0
177, 0.0
178, 0.0
179, 0.0
180, 1.0
181, 0.0
182, 0.0
183, 0.0
184, 0.0
185, 1.0
186, 0.0
187, 0.0
188, 0.0
189, 1.0
190, 0.0
191, 0.0
192, 0.0
193, 1.0
194, 0.0
195, 0.0
196, 0.0
197, 1.0
198, 0.0
199, 0.0
200, 1.0
201, 0.0
202, 0.0
203, 0.0
204, 1.0
205, 0.0
206, 0.0
207, 1.0
208, 0.0
209, 0.0
210, 0.0
211, 1.0
212, 0.0
213, 0.0
214, 1.0
215, 0.0
216, 0.0
217, 1.0
218, 0.0
219, 0.0
220, 1.0
221, 0.0
222, 1.0
223, 0.0
224, 0.0
225, 1.0
226, 0.0
227, 0.0
228, 1.0
229, 0.0
230, 1.0
231, 0.0
232, 0.0
233, 1.0
234, 0.0
235, 1.0
236, 0.0
237, 1.0
238, 0.0
239, 0.0
240, 1.0
241, 0.0
242, 1.0
243, 0.0
244, 1.0
245, 0.0
246, 1.0
247, 0.0
248, 1.0
249, 0.0
250, 1.0
251, 0.0
252, 1.0
253, 0.0
254, 1.0
255, 0.0
256, 1.0
257, 0.0
258, 1.0
259, 0.0
260, 1.0
261, 1.0
262, 0.0
263, 1.0
264, 0.0
265, 1.0
266, 0.0
267, 1.0
268, 1.0
269, 0.0
270, 1.0
271, 0.0
272, 1.0
273, 1.0
274, 0.0
275, 1.0
276, 0.0
277, 1.0
278, 1.0
279, 0.0
280, 1.0
281, 1.0
282, 0.0
283, 1.0
284, 1.0
285, 0.0
286, 1.0
287, 1.0
288, 1.0
289, 0.0
290, 1.0
291, 1.0
292, 0.0
293, 1.0
294, 1.0
295, 1.0
296, 1.0
297, 0.0
298, 1.0
299, 1.0
300, 1.0
301, 1.0
302, 0.0
303, 1.0
304, 1.0
305, 1.0
306, 1.0
307, 1.0
308, 1.0
309, 0.0
310, 1.0
311, 1.0
312, 1.0
313, 1.0
314, 1.0
315, 1.0
316, 1.0
317, 1.0
318, 1.0
319, 1.0
320, 1.0
321, 1.0
322, 1.0
323, 1.0
324, 1.0
325, 1.0
326, 1.0
327, 1.0
328, 1.0
329, 1.0
330, 1.0
331, 1.0
332, 1.0
333, 2.0
334, 1.0
335, 1.0
336, 1.0
337, 1.0
338, 1.0
339, 2.0
340, 1.0
341, 1.0
342, 1.0
343, 1.0
344, 2.0
345, 1.0
346, 1.0
347, 1.0
348, 2.0
349, 1.0
350, 2.0
351, 1.0
352, 1.0
353, 2.0
354, 1.0
355, 1.0
356, 2.0
357, 1.0
358, 1.0
359, 2.0
360, 1.0
361, 2.0
362, 1.0
363, 1.0
364, 2.0
365, 1.0
366, 2.0
367, 1.0
368, 2.0
369, 1.0
370, 2.0
371, 2.0
372, 1.0
373, 2.0
374, 1.0
375, 2.0
376, 2.0
377, 1.0
378, 2.0
379, 2.0
380, 1.0
381, 2.0
382, 1.0
383, 2.0
384, 2.0
385, 1.0
386, 2.0
387, 2.0
388, 2.0
389, 1.0
390, 2.0
391, 2.0
392, 2.0
393, 1.0
394, 2.0
395, 2.0
396, 2.0
397, 2.0
398, 2.0
399, 2.0
400, 1.0
401, 2.0
402, 2.0
403, 2.0
404, 2.0
405, 2.0
406, 2.0
407, 2.0
408, 2.0
409, 2.0
410, 2.0
411, 2.0
412, 2.0
413, 2.0
414, 3.0
415, 2.0
416, 2.0
417, 2.0
418, 2.0
419, 2.0
420, 2.0
421, 3.0
422, 2.0
423, 2.0
424, 2.0
425, 3.0
426, 2.0
427, 2.0
428, 3.0
429, 2.0
430, 2.0
431, 3.0
432, 2.0
433, 2.0
434, 3.0
435, 2.0
436, 3.0
437, 2.0
438, 3.0
439, 2.0
440, 3.0
441, 2.0
442, 3.0
443, 3.0
444, 2.0
445, 3.0
446, 2.0
447, 3.0
448, 3.0
449, 2.0
450, 3.0
451, 3.0
452, 3.0
453, 2.0
454, 3.0
455, 3.0
456, 3.0
457, 3.0
458, 2.0
459, 3.0
460, 3.0
461, 3.0
462, 3.0
463, 3.0
464, 3.0
465, 3.0
466, 3.0
467, 3.0
468, 3.0
469, 3.0
470, 3.0
471, 3.0
472, 3.0
473, 3.0
474, 3.0
475, 3.0
476, 4.0
477, 3.0
478, 3.0
479, 4.0
480, 3.0
481, 3.0
482, 4.0
483, 3.0
484, 3.0
485, 3.0
486, 4.0
487, 3.0
488, 4.0
489, 3.0
490, 4.0
